STATE/UT,DISTRICT,YEAR,RAPE
MANIPUR,THOUBAL,2011,21
MANIPUR,THOUBAL,2012,20
KERALA,THRISSUR,2001,42
KERALA,THRISSUR,2002,30
KERALA,THRISSUR,2003,29
KERALA,THRISSUR,2004,41
KERALA,THRISSUR,2005,38
KERALA,THRISSUR,2006,55
KERALA,THRISSUR,2007,48
KERALA,THRISSUR,2008,46
KERALA,THRISSUR,2009,32
KERALA,THRISSUR,2010,49
KERALA,THRISSUR COMMR.,2011,28
KERALA,THRISSUR COMMR.,2012,35
KERALA,THRISSUR RURAL,2011,69
KERALA,THRISSUR RURAL,2012,46
MADHYA PRADESH,TIKAMGARH,2001,86
MADHYA PRADESH,TIKAMGARH,2002,51
MADHYA PRADESH,TIKAMGARH,2003,50
MADHYA PRADESH,TIKAMGARH,2004,43
MADHYA PRADESH,TIKAMGARH,2005,40
MADHYA PRADESH,TIKAMGARH,2006,52
MADHYA PRADESH,TIKAMGARH,2007,63
MADHYA PRADESH,TIKAMGARH,2008,35
MADHYA PRADESH,TIKAMGARH,2009,67
MADHYA PRADESH,TIKAMGARH,2010,78
MADHYA PRADESH,TIKAMGARH,2011,76
MADHYA PRADESH,TIKAMGARH,2012,61
ASSAM,TINSUKIA,2001,41
ASSAM,TINSUKIA,2002,41
ASSAM,TINSUKIA,2003,32
ASSAM,TINSUKIA,2004,45
ASSAM,TINSUKIA,2005,42
ASSAM,TINSUKIA,2006,23
ASSAM,TINSUKIA,2007,57
ASSAM,TINSUKIA,2008,60
ASSAM,TINSUKIA,2009,58
ASSAM,TINSUKIA,2010,55
ASSAM,TINSUKIA,2011,61
ASSAM,TINSUKIA,2012,64
ARUNACHAL PRADESH,TIRAP,2001,1
ARUNACHAL PRADESH,TIRAP,2002,1
ARUNACHAL PRADESH,TIRAP,2003,1
ARUNACHAL PRADESH,TIRAP,2004,1
ARUNACHAL PRADESH,TIRAP,2005,0
ARUNACHAL PRADESH,TIRAP,2006,4
ARUNACHAL PRADESH,TIRAP,2007,0
ARUNACHAL PRADESH,TIRAP,2008,0
ARUNACHAL PRADESH,TIRAP,2009,1
ARUNACHAL PRADESH,TIRAP,2010,1
ARUNACHAL PRADESH,TIRAP,2011,3
ARUNACHAL PRADESH,TIRAP,2012,1
ANDHRA PRADESH,TIRUPATHI URBAN,2010,10
ANDHRA PRADESH,TIRUPATHI URBAN,2011,10
ANDHRA PRADESH,TIRUPATHI URBAN,2012,12
TAMIL NADU,TIRUPPUR,2009,12
TAMIL NADU,TIRUPPUR,2010,10
TAMIL NADU,TIRUPPUR,2011,9
TAMIL NADU,TIRUPPUR,2012,8
RAJASTHAN,TONK,2001,17
RAJASTHAN,TONK,2002,18
RAJASTHAN,TONK,2003,11
RAJASTHAN,TONK,2004,14
RAJASTHAN,TONK,2005,18
RAJASTHAN,TONK,2006,12
RAJASTHAN,TONK,2007,19
RAJASTHAN,TONK,2008,22
RAJASTHAN,TONK,2009,20
RAJASTHAN,TONK,2010,18
RAJASTHAN,TONK,2011,25
RAJASTHAN,TONK,2012,19
A & N ISLANDS,TOTAL,2001,3
A & N ISLANDS,TOTAL,2002,2
A & N ISLANDS,TOTAL,2003,2
A & N ISLANDS,TOTAL,2004,10
A & N ISLANDS,TOTAL,2005,4
A & N ISLANDS,TOTAL,2006,6
A & N ISLANDS,TOTAL,2007,3
A & N ISLANDS,TOTAL,2008,12
A & N ISLANDS,TOTAL,2009,18
A & N ISLANDS,TOTAL,2010,24
A & N ISLANDS,TOTAL,2011,13
A & N ISLANDS,TOTAL,2012,12
ANDHRA PRADESH,TOTAL,2001,871
ANDHRA PRADESH,TOTAL,2002,1002
ANDHRA PRADESH,TOTAL,2003,946
ANDHRA PRADESH,TOTAL,2004,1016
ANDHRA PRADESH,TOTAL,2005,935
ANDHRA PRADESH,TOTAL,2006,1049
ANDHRA PRADESH,TOTAL,2007,1070
ANDHRA PRADESH,TOTAL,2008,1257
ANDHRA PRADESH,TOTAL,2009,1188
ANDHRA PRADESH,TOTAL,2010,1362
ANDHRA PRADESH,TOTAL,2011,1442
ANDHRA PRADESH,TOTAL,2012,1341
ARUNACHAL PRADESH,TOTAL,2001,33
ARUNACHAL PRADESH,TOTAL,2002,38
ARUNACHAL PRADESH,TOTAL,2003,31
ARUNACHAL PRADESH,TOTAL,2004,42
ARUNACHAL PRADESH,TOTAL,2005,35
ARUNACHAL PRADESH,TOTAL,2006,37
ARUNACHAL PRADESH,TOTAL,2007,48
ARUNACHAL PRADESH,TOTAL,2008,42
ARUNACHAL PRADESH,TOTAL,2009,59
ARUNACHAL PRADESH,TOTAL,2010,47
ARUNACHAL PRADESH,TOTAL,2011,42
ARUNACHAL PRADESH,TOTAL,2012,46
ASSAM,TOTAL,2001,817
ASSAM,TOTAL,2002,970
ASSAM,TOTAL,2003,1095
ASSAM,TOTAL,2004,1171
ASSAM,TOTAL,2005,1238
ASSAM,TOTAL,2006,1244
ASSAM,TOTAL,2007,1437
ASSAM,TOTAL,2008,1438
ASSAM,TOTAL,2009,1631
ASSAM,TOTAL,2010,1721
ASSAM,TOTAL,2011,1700
ASSAM,TOTAL,2012,1716
BIHAR,TOTAL,2001,888
BIHAR,TOTAL,2002,1040
BIHAR,TOTAL,2003,985
BIHAR,TOTAL,2004,1390
BIHAR,TOTAL,2005,1147
BIHAR,TOTAL,2006,1232
BIHAR,TOTAL,2007,1555
BIHAR,TOTAL,2008,1302
BIHAR,TOTAL,2009,929
BIHAR,TOTAL,2010,795
BIHAR,TOTAL,2011,934
BIHAR,TOTAL,2012,927
CHANDIGARH,TOTAL,2001,18
CHANDIGARH,TOTAL,2002,18
CHANDIGARH,TOTAL,2003,18
CHANDIGARH,TOTAL,2004,19
CHANDIGARH,TOTAL,2005,33
CHANDIGARH,TOTAL,2006,19
CHANDIGARH,TOTAL,2007,22
CHANDIGARH,TOTAL,2008,20
CHANDIGARH,TOTAL,2009,29
CHANDIGARH,TOTAL,2010,31
CHANDIGARH,TOTAL,2011,27
CHANDIGARH,TOTAL,2012,27
CHHATTISGARH,TOTAL,2001,959
CHHATTISGARH,TOTAL,2002,992
CHHATTISGARH,TOTAL,2003,898
CHHATTISGARH,TOTAL,2004,969
CHHATTISGARH,TOTAL,2005,990
CHHATTISGARH,TOTAL,2006,995
CHHATTISGARH,TOTAL,2007,982
CHHATTISGARH,TOTAL,2008,978
CHHATTISGARH,TOTAL,2009,976
CHHATTISGARH,TOTAL,2010,1012
CHHATTISGARH,TOTAL,2011,1053
CHHATTISGARH,TOTAL,2012,1034
D & N HAVELI,TOTAL,2001,6
D & N HAVELI,TOTAL,2002,4
D & N HAVELI,TOTAL,2003,1
D & N HAVELI,TOTAL,2004,7
D & N HAVELI,TOTAL,2005,5
D & N HAVELI,TOTAL,2006,6
D & N HAVELI,TOTAL,2007,7
D & N HAVELI,TOTAL,2008,6
D & N HAVELI,TOTAL,2009,4
D & N HAVELI,TOTAL,2010,3
D & N HAVELI,TOTAL,2011,4
D & N HAVELI,TOTAL,2012,3
DAMAN & DIU,TOTAL,2001,0
DAMAN & DIU,TOTAL,2002,0
DAMAN & DIU,TOTAL,2003,5
DAMAN & DIU,TOTAL,2004,1
DAMAN & DIU,TOTAL,2005,2
DAMAN & DIU,TOTAL,2006,3
DAMAN & DIU,TOTAL,2007,1
DAMAN & DIU,TOTAL,2008,0
DAMAN & DIU,TOTAL,2009,1
DAMAN & DIU,TOTAL,2010,1
DAMAN & DIU,TOTAL,2011,1
DAMAN & DIU,TOTAL,2012,5
GOA,TOTAL,2001,12
GOA,TOTAL,2002,12
GOA,TOTAL,2003,31
GOA,TOTAL,2004,37
GOA,TOTAL,2005,20
GOA,TOTAL,2006,21
GOA,TOTAL,2007,20
GOA,TOTAL,2008,30
GOA,TOTAL,2009,47
GOA,TOTAL,2010,36
GOA,TOTAL,2011,29
GOA,TOTAL,2012,55
GUJARAT,TOTAL,2001,286
GUJARAT,TOTAL,2002,267
GUJARAT,TOTAL,2003,236
GUJARAT,TOTAL,2004,339
GUJARAT,TOTAL,2005,324
GUJARAT,TOTAL,2006,354
GUJARAT,TOTAL,2007,316
GUJARAT,TOTAL,2008,374
GUJARAT,TOTAL,2009,433
GUJARAT,TOTAL,2010,408
GUJARAT,TOTAL,2011,439
GUJARAT,TOTAL,2012,473
HARYANA,TOTAL,2001,398
HARYANA,TOTAL,2002,361
HARYANA,TOTAL,2003,353
HARYANA,TOTAL,2004,386
HARYANA,TOTAL,2005,461
HARYANA,TOTAL,2006,608
HARYANA,TOTAL,2007,488
HARYANA,TOTAL,2008,631
HARYANA,TOTAL,2009,603
HARYANA,TOTAL,2010,720
HARYANA,TOTAL,2011,733
HARYANA,TOTAL,2012,668
HIMACHAL PRADESH,TOTAL,2001,124
HIMACHAL PRADESH,TOTAL,2002,137
HIMACHAL PRADESH,TOTAL,2003,126
HIMACHAL PRADESH,TOTAL,2004,153
HIMACHAL PRADESH,TOTAL,2005,141
HIMACHAL PRADESH,TOTAL,2006,113
HIMACHAL PRADESH,TOTAL,2007,159
HIMACHAL PRADESH,TOTAL,2008,157
HIMACHAL PRADESH,TOTAL,2009,183
HIMACHAL PRADESH,TOTAL,2010,160
HIMACHAL PRADESH,TOTAL,2011,168
HIMACHAL PRADESH,TOTAL,2012,183
JAMMU & KASHMIR,TOTAL,2001,169
JAMMU & KASHMIR,TOTAL,2002,192
JAMMU & KASHMIR,TOTAL,2003,211
JAMMU & KASHMIR,TOTAL,2004,218
JAMMU & KASHMIR,TOTAL,2005,201
JAMMU & KASHMIR,TOTAL,2006,250
JAMMU & KASHMIR,TOTAL,2007,288
JAMMU & KASHMIR,TOTAL,2008,219
JAMMU & KASHMIR,TOTAL,2009,237
JAMMU & KASHMIR,TOTAL,2010,245
JAMMU & KASHMIR,TOTAL,2011,277
JAMMU & KASHMIR,TOTAL,2012,303
JHARKHAND,TOTAL,2001,567
JHARKHAND,TOTAL,2002,797
JHARKHAND,TOTAL,2003,712
JHARKHAND,TOTAL,2004,797
JHARKHAND,TOTAL,2005,753
JHARKHAND,TOTAL,2006,799
JHARKHAND,TOTAL,2007,855
JHARKHAND,TOTAL,2008,791
JHARKHAND,TOTAL,2009,719
JHARKHAND,TOTAL,2010,773
JHARKHAND,TOTAL,2011,784
JHARKHAND,TOTAL,2012,812
KARNATAKA,TOTAL,2001,293
KARNATAKA,TOTAL,2002,292
KARNATAKA,TOTAL,2003,321
KARNATAKA,TOTAL,2004,291
KARNATAKA,TOTAL,2005,343
KARNATAKA,TOTAL,2006,400
KARNATAKA,TOTAL,2007,436
KARNATAKA,TOTAL,2008,446
KARNATAKA,TOTAL,2009,509
KARNATAKA,TOTAL,2010,586
KARNATAKA,TOTAL,2011,636
KARNATAKA,TOTAL,2012,621
KERALA,TOTAL,2001,562
KERALA,TOTAL,2002,499
KERALA,TOTAL,2003,394
KERALA,TOTAL,2004,480
KERALA,TOTAL,2005,478
KERALA,TOTAL,2006,601
KERALA,TOTAL,2007,512
KERALA,TOTAL,2008,568
KERALA,TOTAL,2009,568
KERALA,TOTAL,2010,634
KERALA,TOTAL,2011,1132
KERALA,TOTAL,2012,1019
LAKSHADWEEP,TOTAL,2001,0
LAKSHADWEEP,TOTAL,2002,1
LAKSHADWEEP,TOTAL,2003,2
LAKSHADWEEP,TOTAL,2004,0
LAKSHADWEEP,TOTAL,2005,0
LAKSHADWEEP,TOTAL,2006,0
LAKSHADWEEP,TOTAL,2007,1
LAKSHADWEEP,TOTAL,2008,2
LAKSHADWEEP,TOTAL,2009,1
LAKSHADWEEP,TOTAL,2010,0
LAKSHADWEEP,TOTAL,2011,0
LAKSHADWEEP,TOTAL,2012,0
MADHYA PRADESH,TOTAL,2001,2851
MADHYA PRADESH,TOTAL,2002,2891
MADHYA PRADESH,TOTAL,2003,2738
MADHYA PRADESH,TOTAL,2004,2875
MADHYA PRADESH,TOTAL,2005,2921
MADHYA PRADESH,TOTAL,2006,2900
MADHYA PRADESH,TOTAL,2007,3010
MADHYA PRADESH,TOTAL,2008,2937
MADHYA PRADESH,TOTAL,2009,2998
MADHYA PRADESH,TOTAL,2010,3135
MADHYA PRADESH,TOTAL,2011,3406
MADHYA PRADESH,TOTAL,2012,3425
MAHARASHTRA,TOTAL,2001,1302
MAHARASHTRA,TOTAL,2002,1352
MAHARASHTRA,TOTAL,2003,1268
MAHARASHTRA,TOTAL,2004,1388
MAHARASHTRA,TOTAL,2005,1545
MAHARASHTRA,TOTAL,2006,1500
MAHARASHTRA,TOTAL,2007,1451
MAHARASHTRA,TOTAL,2008,1558
MAHARASHTRA,TOTAL,2009,1483
MAHARASHTRA,TOTAL,2010,1599
MAHARASHTRA,TOTAL,2011,1701
MAHARASHTRA,TOTAL,2012,1839
MANIPUR,TOTAL,2001,20
MANIPUR,TOTAL,2002,14
MANIPUR,TOTAL,2003,18
MANIPUR,TOTAL,2004,31
MANIPUR,TOTAL,2005,25
MANIPUR,TOTAL,2006,40
MANIPUR,TOTAL,2007,20
MANIPUR,TOTAL,2008,38
MANIPUR,TOTAL,2009,31
MANIPUR,TOTAL,2010,34
MANIPUR,TOTAL,2011,53
MANIPUR,TOTAL,2012,63
MEGHALAYA,TOTAL,2001,26
MEGHALAYA,TOTAL,2002,38
MEGHALAYA,TOTAL,2003,40
MEGHALAYA,TOTAL,2004,54
MEGHALAYA,TOTAL,2005,63
MEGHALAYA,TOTAL,2006,74
MEGHALAYA,TOTAL,2007,82
MEGHALAYA,TOTAL,2008,88
MEGHALAYA,TOTAL,2009,112
MEGHALAYA,TOTAL,2010,149
MEGHALAYA,TOTAL,2011,130
MEGHALAYA,TOTAL,2012,164
MIZORAM,TOTAL,2001,52
MIZORAM,TOTAL,2002,76
MIZORAM,TOTAL,2003,54
MIZORAM,TOTAL,2004,20
MIZORAM,TOTAL,2005,37
MIZORAM,TOTAL,2006,72
MIZORAM,TOTAL,2007,83
MIZORAM,TOTAL,2008,77
MIZORAM,TOTAL,2009,83
MIZORAM,TOTAL,2010,92
MIZORAM,TOTAL,2011,77
MIZORAM,TOTAL,2012,103
NAGALAND,TOTAL,2001,17
NAGALAND,TOTAL,2002,17
NAGALAND,TOTAL,2003,14
NAGALAND,TOTAL,2004,18
NAGALAND,TOTAL,2005,17
NAGALAND,TOTAL,2006,23
NAGALAND,TOTAL,2007,13
NAGALAND,TOTAL,2008,19
NAGALAND,TOTAL,2009,22
NAGALAND,TOTAL,2010,16
NAGALAND,TOTAL,2011,23
NAGALAND,TOTAL,2012,21
ODISHA,TOTAL,2001,790
ODISHA,TOTAL,2002,691
ODISHA,TOTAL,2003,725
ODISHA,TOTAL,2004,770
ODISHA,TOTAL,2005,799
ODISHA,TOTAL,2006,985
ODISHA,TOTAL,2007,939
ODISHA,TOTAL,2008,1113
ODISHA,TOTAL,2009,1023
ODISHA,TOTAL,2010,1025
ODISHA,TOTAL,2011,1112
ODISHA,TOTAL,2012,1458
PUDUCHERRY,TOTAL,2001,9
PUDUCHERRY,TOTAL,2002,6
PUDUCHERRY,TOTAL,2003,2
PUDUCHERRY,TOTAL,2004,4
PUDUCHERRY,TOTAL,2005,6
PUDUCHERRY,TOTAL,2006,9
PUDUCHERRY,TOTAL,2007,9
PUDUCHERRY,TOTAL,2008,8
PUDUCHERRY,TOTAL,2009,1
PUDUCHERRY,TOTAL,2010,3
PUDUCHERRY,TOTAL,2011,7
PUDUCHERRY,TOTAL,2012,13
PUNJAB,TOTAL,2001,298
PUNJAB,TOTAL,2002,299
PUNJAB,TOTAL,2003,380
PUNJAB,TOTAL,2004,390
PUNJAB,TOTAL,2005,398
PUNJAB,TOTAL,2006,442
PUNJAB,TOTAL,2007,519
PUNJAB,TOTAL,2008,517
PUNJAB,TOTAL,2009,511
PUNJAB,TOTAL,2010,546
PUNJAB,TOTAL,2011,479
PUNJAB,TOTAL,2012,680
RAJASTHAN,TOTAL,2001,1049
RAJASTHAN,TOTAL,2002,1051
RAJASTHAN,TOTAL,2003,1050
RAJASTHAN,TOTAL,2004,1038
RAJASTHAN,TOTAL,2005,993
RAJASTHAN,TOTAL,2006,1085
RAJASTHAN,TOTAL,2007,1238
RAJASTHAN,TOTAL,2008,1355
RAJASTHAN,TOTAL,2009,1519
RAJASTHAN,TOTAL,2010,1571
RAJASTHAN,TOTAL,2011,1800
RAJASTHAN,TOTAL,2012,2049
SIKKIM,TOTAL,2001,8
SIKKIM,TOTAL,2002,6
SIKKIM,TOTAL,2003,10
SIKKIM,TOTAL,2004,3
SIKKIM,TOTAL,2005,18
SIKKIM,TOTAL,2006,20
SIKKIM,TOTAL,2007,24
SIKKIM,TOTAL,2008,20
SIKKIM,TOTAL,2009,18
SIKKIM,TOTAL,2010,18
SIKKIM,TOTAL,2011,16
SIKKIM,TOTAL,2012,34
TAMIL NADU,TOTAL,2001,423
TAMIL NADU,TOTAL,2002,534
TAMIL NADU,TOTAL,2003,557
TAMIL NADU,TOTAL,2004,618
TAMIL NADU,TOTAL,2005,571
TAMIL NADU,TOTAL,2006,457
TAMIL NADU,TOTAL,2007,523
TAMIL NADU,TOTAL,2008,573
TAMIL NADU,TOTAL,2009,596
TAMIL NADU,TOTAL,2010,686
TAMIL NADU,TOTAL,2011,677
TAMIL NADU,TOTAL,2012,737
TRIPURA,TOTAL,2001,102
TRIPURA,TOTAL,2002,108
TRIPURA,TOTAL,2003,114
TRIPURA,TOTAL,2004,160
TRIPURA,TOTAL,2005,162
TRIPURA,TOTAL,2006,189
TRIPURA,TOTAL,2007,157
TRIPURA,TOTAL,2008,204
TRIPURA,TOTAL,2009,190
TRIPURA,TOTAL,2010,238
TRIPURA,TOTAL,2011,205
TRIPURA,TOTAL,2012,229
UTTAR PRADESH,TOTAL,2001,1958
UTTAR PRADESH,TOTAL,2002,1415
UTTAR PRADESH,TOTAL,2003,911
UTTAR PRADESH,TOTAL,2004,1397
UTTAR PRADESH,TOTAL,2005,1217
UTTAR PRADESH,TOTAL,2006,1314
UTTAR PRADESH,TOTAL,2007,1648
UTTAR PRADESH,TOTAL,2008,1871
UTTAR PRADESH,TOTAL,2009,1759
UTTAR PRADESH,TOTAL,2010,1563
UTTAR PRADESH,TOTAL,2011,2042
UTTAR PRADESH,TOTAL,2012,1963
UTTARAKHAND,TOTAL,2001,74
UTTARAKHAND,TOTAL,2002,89
UTTARAKHAND,TOTAL,2003,107
UTTARAKHAND,TOTAL,2004,115
UTTARAKHAND,TOTAL,2005,133
UTTARAKHAND,TOTAL,2006,147
UTTARAKHAND,TOTAL,2007,117
UTTARAKHAND,TOTAL,2008,87
UTTARAKHAND,TOTAL,2009,111
UTTARAKHAND,TOTAL,2010,121
UTTARAKHAND,TOTAL,2011,129
UTTARAKHAND,TOTAL,2012,148
WEST BENGAL,TOTAL,2001,709
WEST BENGAL,TOTAL,2002,759
WEST BENGAL,TOTAL,2003,1002
WEST BENGAL,TOTAL,2004,1475
WEST BENGAL,TOTAL,2005,1686
WEST BENGAL,TOTAL,2006,1731
WEST BENGAL,TOTAL,2007,2106
WEST BENGAL,TOTAL,2008,2263
WEST BENGAL,TOTAL,2009,2336
WEST BENGAL,TOTAL,2010,2311
WEST BENGAL,TOTAL,2011,2363
WEST BENGAL,TOTAL,2012,2046
TAMIL NADU,TRICHY RLY.,2001,0
TAMIL NADU,TRICHY RLY.,2002,0
TAMIL NADU,TRICHY RLY.,2003,0
TAMIL NADU,TRICHY RLY.,2004,0
TAMIL NADU,TRICHY RLY.,2005,0
TAMIL NADU,TRICHY RLY.,2006,1
TAMIL NADU,TRICHY RLY.,2007,0
TAMIL NADU,TRICHY RLY.,2008,0
TAMIL NADU,TRICHY RLY.,2009,0
TAMIL NADU,TRICHY RLY.,2010,0
TAMIL NADU,TRICHY RLY.,2011,0
TAMIL NADU,TRICHY RLY.,2012,0
TAMIL NADU,TRICHY RURAL,2001,6
TAMIL NADU,TRICHY RURAL,2002,5
TAMIL NADU,TRICHY RURAL,2003,7
TAMIL NADU,TRICHY RURAL,2004,16
TAMIL NADU,TRICHY RURAL,2005,19
TAMIL NADU,TRICHY RURAL,2006,12
TAMIL NADU,TRICHY RURAL,2007,12
TAMIL NADU,TRICHY RURAL,2008,11
TAMIL NADU,TRICHY RURAL,2009,10
TAMIL NADU,TRICHY RURAL,2010,8
TAMIL NADU,TRICHY RURAL,2011,13
TAMIL NADU,TRICHY RURAL,2012,14
TAMIL NADU,TRICHY URBAN,2001,5
TAMIL NADU,TRICHY URBAN,2002,2
TAMIL NADU,TRICHY URBAN,2003,6
TAMIL NADU,TRICHY URBAN,2004,0
TAMIL NADU,TRICHY URBAN,2005,1
TAMIL NADU,TRICHY URBAN,2006,3
TAMIL NADU,TRICHY URBAN,2007,2
TAMIL NADU,TRICHY URBAN,2008,2
TAMIL NADU,TRICHY URBAN,2009,6
TAMIL NADU,TRICHY URBAN,2010,4
TAMIL NADU,TRICHY URBAN,2011,6
TAMIL NADU,TRICHY URBAN,2012,7
KERALA,TRIVANDRUM,2001,57
KERALA,TRIVANDRUM,2002,56
KERALA,TRIVANDRUM COMMR.,2003,17
KERALA,TRIVANDRUM COMMR.,2004,18
KERALA,TRIVANDRUM COMMR.,2005,10
KERALA,TRIVANDRUM COMMR.,2006,28
KERALA,TRIVANDRUM COMMR.,2007,20
KERALA,TRIVANDRUM COMMR.,2008,20
KERALA,TRIVANDRUM COMMR.,2009,40
KERALA,TRIVANDRUM COMMR.,2010,27
KERALA,TRIVANDRUM COMMR.,2011,39
KERALA,TRIVANDRUM COMMR.,2012,41
KERALA,TRIVANDRUM RURAL,2003,28
KERALA,TRIVANDRUM RURAL,2004,42
KERALA,TRIVANDRUM RURAL,2005,36
KERALA,TRIVANDRUM RURAL,2006,41
KERALA,TRIVANDRUM RURAL,2007,54
KERALA,TRIVANDRUM RURAL,2008,43
KERALA,TRIVANDRUM RURAL,2009,57
KERALA,TRIVANDRUM RURAL,2010,68
KERALA,TRIVANDRUM RURAL,2011,140
KERALA,TRIVANDRUM RURAL,2012,97
NAGALAND,TUENSANG,2001,0
NAGALAND,TUENSANG,2002,1
NAGALAND,TUENSANG,2003,0
NAGALAND,TUENSANG,2004,1
NAGALAND,TUENSANG,2005,1
NAGALAND,TUENSANG,2006,1
NAGALAND,TUENSANG,2007,0
NAGALAND,TUENSANG,2008,1
NAGALAND,TUENSANG,2009,1
NAGALAND,TUENSANG,2010,1
NAGALAND,TUENSANG,2011,2
NAGALAND,TUENSANG,2012,1
KARNATAKA,TUMKUR,2001,6
KARNATAKA,TUMKUR,2002,9
KARNATAKA,TUMKUR,2003,14
KARNATAKA,TUMKUR,2004,15
KARNATAKA,TUMKUR,2005,14
KARNATAKA,TUMKUR,2006,13
KARNATAKA,TUMKUR,2007,17
KARNATAKA,TUMKUR,2008,12
KARNATAKA,TUMKUR,2009,19
KARNATAKA,TUMKUR,2010,25
KARNATAKA,TUMKUR,2011,31
KARNATAKA,TUMKUR,2012,33
RAJASTHAN,UDAIPUR,2001,43
RAJASTHAN,UDAIPUR,2002,39
RAJASTHAN,UDAIPUR,2003,35
RAJASTHAN,UDAIPUR,2004,57
RAJASTHAN,UDAIPUR,2005,45
RAJASTHAN,UDAIPUR,2006,74
RAJASTHAN,UDAIPUR,2007,94
RAJASTHAN,UDAIPUR,2008,91
RAJASTHAN,UDAIPUR,2009,109
RAJASTHAN,UDAIPUR,2010,111
RAJASTHAN,UDAIPUR,2011,110
RAJASTHAN,UDAIPUR,2012,149
ASSAM,UDALGURI,2005,21
ASSAM,UDALGURI,2006,17
ASSAM,UDALGURI,2007,25
ASSAM,UDALGURI,2008,42
ASSAM,UDALGURI,2009,26
ASSAM,UDALGURI,2010,37
ASSAM,UDALGURI,2011,28
ASSAM,UDALGURI,2012,23
JAMMU & KASHMIR,UDHAMPUR,2001,10
JAMMU & KASHMIR,UDHAMPUR,2002,15
JAMMU & KASHMIR,UDHAMPUR,2003,7
JAMMU & KASHMIR,UDHAMPUR,2004,11
JAMMU & KASHMIR,UDHAMPUR,2005,15
JAMMU & KASHMIR,UDHAMPUR,2006,11
JAMMU & KASHMIR,UDHAMPUR,2007,12
JAMMU & KASHMIR,UDHAMPUR,2008,13
JAMMU & KASHMIR,UDHAMPUR,2009,15
JAMMU & KASHMIR,UDHAMPUR,2010,15
JAMMU & KASHMIR,UDHAMPUR,2011,14
JAMMU & KASHMIR,UDHAMPUR,2012,30
UTTARAKHAND,UDHAMSINGH NAGAR,2001,10
UTTARAKHAND,UDHAMSINGH NAGAR,2002,14
UTTARAKHAND,UDHAMSINGH NAGAR,2003,14
UTTARAKHAND,UDHAMSINGH NAGAR,2004,15
UTTARAKHAND,UDHAMSINGH NAGAR,2005,21
UTTARAKHAND,UDHAMSINGH NAGAR,2006,23
UTTARAKHAND,UDHAMSINGH NAGAR,2007,12
UTTARAKHAND,UDHAMSINGH NAGAR,2008,22
UTTARAKHAND,UDHAMSINGH NAGAR,2009,21
UTTARAKHAND,UDHAMSINGH NAGAR,2010,22
UTTARAKHAND,UDHAMSINGH NAGAR,2011,31
UTTARAKHAND,UDHAMSINGH NAGAR,2012,30
KARNATAKA,UDUPI,2001,2
KARNATAKA,UDUPI,2002,1
KARNATAKA,UDUPI,2003,5
KARNATAKA,UDUPI,2004,0
KARNATAKA,UDUPI,2005,7
KARNATAKA,UDUPI,2006,11
KARNATAKA,UDUPI,2007,11
KARNATAKA,UDUPI,2008,11
KARNATAKA,UDUPI,2009,5
KARNATAKA,UDUPI,2010,12
KARNATAKA,UDUPI,2011,5
KARNATAKA,UDUPI,2012,5
MADHYA PRADESH,UJJAIN,2001,59
MADHYA PRADESH,UJJAIN,2002,68
MADHYA PRADESH,UJJAIN,2003,59
MADHYA PRADESH,UJJAIN,2004,65
MADHYA PRADESH,UJJAIN,2005,74
MADHYA PRADESH,UJJAIN,2006,79
MADHYA PRADESH,UJJAIN,2007,79
MADHYA PRADESH,UJJAIN,2008,78
MADHYA PRADESH,UJJAIN,2009,46
MADHYA PRADESH,UJJAIN,2010,77
MADHYA PRADESH,UJJAIN,2011,81
MADHYA PRADESH,UJJAIN,2012,73
MANIPUR,UKHRUL,2001,0
MANIPUR,UKHRUL,2002,1
MANIPUR,UKHRUL,2003,0
MANIPUR,UKHRUL,2004,0
MANIPUR,UKHRUL,2005,0
MANIPUR,UKHRUL,2006,0
MANIPUR,UKHRUL,2007,0
MANIPUR,UKHRUL,2008,1
MANIPUR,UKHRUL,2009,1
MANIPUR,UKHRUL,2010,1
MANIPUR,UKHRUL,2011,1
MANIPUR,UKHRUL,2012,0
MADHYA PRADESH,UMARIYA,2001,25
MADHYA PRADESH,UMARIYA,2002,20
MADHYA PRADESH,UMARIYA,2003,20
MADHYA PRADESH,UMARIYA,2004,30
MADHYA PRADESH,UMARIYA,2005,34
MADHYA PRADESH,UMARIYA,2006,21
MADHYA PRADESH,UMARIYA,2007,37
MADHYA PRADESH,UMARIYA,2008,25
MADHYA PRADESH,UMARIYA,2009,29
MADHYA PRADESH,UMARIYA,2010,23
MADHYA PRADESH,UMARIYA,2011,22
MADHYA PRADESH,UMARIYA,2012,22
HIMACHAL PRADESH,UNA,2001,9
HIMACHAL PRADESH,UNA,2002,6
HIMACHAL PRADESH,UNA,2003,2
HIMACHAL PRADESH,UNA,2004,10
HIMACHAL PRADESH,UNA,2005,5
HIMACHAL PRADESH,UNA,2006,9
HIMACHAL PRADESH,UNA,2007,9
HIMACHAL PRADESH,UNA,2008,11
HIMACHAL PRADESH,UNA,2009,11
HIMACHAL PRADESH,UNA,2010,9
HIMACHAL PRADESH,UNA,2011,11
HIMACHAL PRADESH,UNA,2012,8
TRIPURA,UNAKOTI,2012,26
UTTAR PRADESH,UNNAO,2001,53
UTTAR PRADESH,UNNAO,2002,34
UTTAR PRADESH,UNNAO,2003,23
