STATE/UT,DISTRICT,YEAR,KIDNAPPING & ABDUCTION
HARYANA,SIRSA,2006,11
HARYANA,SIRSA,2007,21
HARYANA,SIRSA,2008,25
HARYANA,SIRSA,2009,43
HARYANA,SIRSA,2010,47
HARYANA,SIRSA,2011,60
HARYANA,SIRSA,2012,90
BIHAR,SITAMARHI,2001,34
BIHAR,SITAMARHI,2002,50
BIHAR,SITAMARHI,2003,82
BIHAR,SITAMARHI,2004,112
BIHAR,SITAMARHI,2005,74
BIHAR,SITAMARHI,2006,61
BIHAR,SITAMARHI,2007,52
BIHAR,SITAMARHI,2008,70
BIHAR,SITAMARHI,2009,104
BIHAR,SITAMARHI,2010,60
BIHAR,SITAMARHI,2011,58
BIHAR,SITAMARHI,2012,167
UTTAR PRADESH,SITAPUR,2001,99
UTTAR PRADESH,SITAPUR,2002,99
UTTAR PRADESH,SITAPUR,2003,58
UTTAR PRADESH,SITAPUR,2004,104
UTTAR PRADESH,SITAPUR,2005,89
UTTAR PRADESH,SITAPUR,2006,78
UTTAR PRADESH,SITAPUR,2007,102
UTTAR PRADESH,SITAPUR,2008,138
UTTAR PRADESH,SITAPUR,2009,156
UTTAR PRADESH,SITAPUR,2010,114
UTTAR PRADESH,SITAPUR,2011,232
UTTAR PRADESH,SITAPUR,2012,241
TAMIL NADU,SIVAGANGAI,2001,16
TAMIL NADU,SIVAGANGAI,2002,16
TAMIL NADU,SIVAGANGAI,2003,25
TAMIL NADU,SIVAGANGAI,2004,21
TAMIL NADU,SIVAGANGAI,2005,9
TAMIL NADU,SIVAGANGAI,2006,23
TAMIL NADU,SIVAGANGAI,2007,40
TAMIL NADU,SIVAGANGAI,2008,43
TAMIL NADU,SIVAGANGAI,2009,30
TAMIL NADU,SIVAGANGAI,2010,32
TAMIL NADU,SIVAGANGAI,2011,35
TAMIL NADU,SIVAGANGAI,2012,43
BIHAR,SIWAN,2001,51
BIHAR,SIWAN,2002,57
BIHAR,SIWAN,2003,62
BIHAR,SIWAN,2004,104
BIHAR,SIWAN,2005,59
BIHAR,SIWAN,2006,103
BIHAR,SIWAN,2007,75
BIHAR,SIWAN,2008,67
BIHAR,SIWAN,2009,89
BIHAR,SIWAN,2010,133
BIHAR,SIWAN,2011,196
BIHAR,SIWAN,2012,193
HIMACHAL PRADESH,SOLAN,2001,13
HIMACHAL PRADESH,SOLAN,2002,18
HIMACHAL PRADESH,SOLAN,2003,10
HIMACHAL PRADESH,SOLAN,2004,9
HIMACHAL PRADESH,SOLAN,2005,9
HIMACHAL PRADESH,SOLAN,2006,18
HIMACHAL PRADESH,SOLAN,2007,17
HIMACHAL PRADESH,SOLAN,2008,15
HIMACHAL PRADESH,SOLAN,2009,9
HIMACHAL PRADESH,SOLAN,2010,13
HIMACHAL PRADESH,SOLAN,2011,13
HIMACHAL PRADESH,SOLAN,2012,8
MAHARASHTRA,SOLAPUR COMMR.,2001,15
MAHARASHTRA,SOLAPUR COMMR.,2002,13
MAHARASHTRA,SOLAPUR COMMR.,2003,15
MAHARASHTRA,SOLAPUR COMMR.,2004,10
MAHARASHTRA,SOLAPUR COMMR.,2005,10
MAHARASHTRA,SOLAPUR COMMR.,2006,16
MAHARASHTRA,SOLAPUR COMMR.,2007,16
MAHARASHTRA,SOLAPUR COMMR.,2008,12
MAHARASHTRA,SOLAPUR COMMR.,2009,7
MAHARASHTRA,SOLAPUR COMMR.,2010,14
MAHARASHTRA,SOLAPUR COMMR.,2011,29
MAHARASHTRA,SOLAPUR COMMR.,2012,24
MAHARASHTRA,SOLAPUR RURAL,2001,23
MAHARASHTRA,SOLAPUR RURAL,2002,28
MAHARASHTRA,SOLAPUR RURAL,2003,22
MAHARASHTRA,SOLAPUR RURAL,2004,18
MAHARASHTRA,SOLAPUR RURAL,2005,26
MAHARASHTRA,SOLAPUR RURAL,2006,32
MAHARASHTRA,SOLAPUR RURAL,2007,35
MAHARASHTRA,SOLAPUR RURAL,2008,48
MAHARASHTRA,SOLAPUR RURAL,2009,43
MAHARASHTRA,SOLAPUR RURAL,2010,37
MAHARASHTRA,SOLAPUR RURAL,2011,43
MAHARASHTRA,SOLAPUR RURAL,2012,38
UTTAR PRADESH,SONBHADRA,2001,9
UTTAR PRADESH,SONBHADRA,2002,7
UTTAR PRADESH,SONBHADRA,2003,6
UTTAR PRADESH,SONBHADRA,2004,15
UTTAR PRADESH,SONBHADRA,2005,7
UTTAR PRADESH,SONBHADRA,2006,4
UTTAR PRADESH,SONBHADRA,2007,12
UTTAR PRADESH,SONBHADRA,2008,30
UTTAR PRADESH,SONBHADRA,2009,30
UTTAR PRADESH,SONBHADRA,2010,23
UTTAR PRADESH,SONBHADRA,2011,26
UTTAR PRADESH,SONBHADRA,2012,31
ODISHA,SONEPUR,2001,4
ODISHA,SONEPUR,2002,2
ODISHA,SONEPUR,2003,2
ODISHA,SONEPUR,2004,1
ODISHA,SONEPUR,2005,1
ODISHA,SONEPUR,2006,6
ODISHA,SONEPUR,2007,12
ODISHA,SONEPUR,2008,3
ODISHA,SONEPUR,2009,17
ODISHA,SONEPUR,2010,5
ODISHA,SONEPUR,2011,4
ODISHA,SONEPUR,2012,9
HARYANA,SONIPAT,2001,26
HARYANA,SONIPAT,2002,24
HARYANA,SONIPAT,2003,26
HARYANA,SONIPAT,2004,25
HARYANA,SONIPAT,2005,39
HARYANA,SONIPAT,2006,67
HARYANA,SONIPAT,2007,42
HARYANA,SONIPAT,2008,59
HARYANA,SONIPAT,2009,57
HARYANA,SONIPAT,2010,75
HARYANA,SONIPAT,2011,54
HARYANA,SONIPAT,2012,62
ASSAM,SONITPUR,2001,87
ASSAM,SONITPUR,2002,114
ASSAM,SONITPUR,2003,90
ASSAM,SONITPUR,2004,108
ASSAM,SONITPUR,2005,108
ASSAM,SONITPUR,2006,108
ASSAM,SONITPUR,2007,80
ASSAM,SONITPUR,2008,136
ASSAM,SONITPUR,2009,174
ASSAM,SONITPUR,2010,191
ASSAM,SONITPUR,2011,262
ASSAM,SONITPUR,2012,241
JAMMU & KASHMIR,SOPORE,2010,38
JAMMU & KASHMIR,SOPORE,2011,42
JAMMU & KASHMIR,SOPORE,2012,34
A & N ISLANDS,SOUTH,2012,7
DELHI UT,SOUTH,2001,265
DELHI UT,SOUTH,2002,163
DELHI UT,SOUTH,2003,134
DELHI UT,SOUTH,2004,216
DELHI UT,SOUTH,2005,231
DELHI UT,SOUTH,2006,215
DELHI UT,SOUTH,2007,256
DELHI UT,SOUTH,2008,70
DELHI UT,SOUTH,2009,133
DELHI UT,SOUTH,2010,240
DELHI UT,SOUTH,2011,222
DELHI UT,SOUTH,2012,245
SIKKIM,SOUTH,2001,1
SIKKIM,SOUTH,2002,1
SIKKIM,SOUTH,2003,0
SIKKIM,SOUTH,2004,4
SIKKIM,SOUTH,2005,1
SIKKIM,SOUTH,2006,2
SIKKIM,SOUTH,2007,1
SIKKIM,SOUTH,2008,1
SIKKIM,SOUTH,2009,2
SIKKIM,SOUTH,2010,1
SIKKIM,SOUTH,2011,4
SIKKIM,SOUTH,2012,3
TRIPURA,SOUTH,2001,20
TRIPURA,SOUTH,2002,16
TRIPURA,SOUTH,2003,18
TRIPURA,SOUTH,2004,28
TRIPURA,SOUTH,2005,21
TRIPURA,SOUTH,2006,19
TRIPURA,SOUTH,2007,21
TRIPURA,SOUTH,2008,34
TRIPURA,SOUTH,2009,27
TRIPURA,SOUTH,2010,27
TRIPURA,SOUTH,2011,34
TRIPURA,SOUTH,2012,17
GOA,SOUTH GOA,2001,5
GOA,SOUTH GOA,2002,5
GOA,SOUTH GOA,2003,6
GOA,SOUTH GOA,2004,10
GOA,SOUTH GOA,2005,10
GOA,SOUTH GOA,2006,7
GOA,SOUTH GOA,2007,9
GOA,SOUTH GOA,2008,17
GOA,SOUTH GOA,2009,16
GOA,SOUTH GOA,2010,15
GOA,SOUTH GOA,2011,14
GOA,SOUTH GOA,2012,9
DELHI UT,SOUTH WEST,2001,174
DELHI UT,SOUTH WEST,2002,126
DELHI UT,SOUTH WEST,2003,118
DELHI UT,SOUTH WEST,2004,97
DELHI UT,SOUTH-EAST,2008,182
DELHI UT,SOUTH-EAST,2009,318
DELHI UT,SOUTH-EAST,2010,369
DELHI UT,SOUTH-EAST,2011,478
DELHI UT,SOUTH-EAST,2012,538
DELHI UT,SOUTH-WEST,2005,114
DELHI UT,SOUTH-WEST,2006,161
DELHI UT,SOUTH-WEST,2007,148
DELHI UT,SOUTH-WEST,2008,87
DELHI UT,SOUTH-WEST,2009,241
DELHI UT,SOUTH-WEST,2010,363
DELHI UT,SOUTH-WEST,2011,391
DELHI UT,SOUTH-WEST,2012,399
DELHI UT,SPL CELL,2002,0
DELHI UT,SPL CELL,2005,0
ANDHRA PRADESH,SRIKAKULAM,2001,12
ANDHRA PRADESH,SRIKAKULAM,2002,10
ANDHRA PRADESH,SRIKAKULAM,2003,8
ANDHRA PRADESH,SRIKAKULAM,2004,15
ANDHRA PRADESH,SRIKAKULAM,2005,17
ANDHRA PRADESH,SRIKAKULAM,2006,21
ANDHRA PRADESH,SRIKAKULAM,2007,19
ANDHRA PRADESH,SRIKAKULAM,2008,18
ANDHRA PRADESH,SRIKAKULAM,2009,20
ANDHRA PRADESH,SRIKAKULAM,2010,31
ANDHRA PRADESH,SRIKAKULAM,2011,28
ANDHRA PRADESH,SRIKAKULAM,2012,18
JAMMU & KASHMIR,SRINAGAR,2001,115
JAMMU & KASHMIR,SRINAGAR,2002,117
JAMMU & KASHMIR,SRINAGAR,2003,114
JAMMU & KASHMIR,SRINAGAR,2004,115
JAMMU & KASHMIR,SRINAGAR,2005,132
JAMMU & KASHMIR,SRINAGAR,2006,102
JAMMU & KASHMIR,SRINAGAR,2007,92
JAMMU & KASHMIR,SRINAGAR,2008,79
JAMMU & KASHMIR,SRINAGAR,2009,113
JAMMU & KASHMIR,SRINAGAR,2010,68
JAMMU & KASHMIR,SRINAGAR,2011,118
JAMMU & KASHMIR,SRINAGAR,2012,100
ODISHA,SRP(CUTTACK),2001,5
ODISHA,SRP(CUTTACK),2002,4
ODISHA,SRP(CUTTACK),2003,3
ODISHA,SRP(CUTTACK),2004,3
ODISHA,SRP(CUTTACK),2005,1
ODISHA,SRP(CUTTACK),2006,5
ODISHA,SRP(CUTTACK),2007,2
ODISHA,SRP(CUTTACK),2008,4
ODISHA,SRP(CUTTACK),2009,3
ODISHA,SRP(CUTTACK),2010,2
ODISHA,SRP(CUTTACK),2011,3
ODISHA,SRP(CUTTACK),2012,2
ODISHA,SRP(ROURKELA),2001,3
ODISHA,SRP(ROURKELA),2002,1
ODISHA,SRP(ROURKELA),2003,1
ODISHA,SRP(ROURKELA),2004,0
ODISHA,SRP(ROURKELA),2005,3
ODISHA,SRP(ROURKELA),2006,3
ODISHA,SRP(ROURKELA),2007,2
ODISHA,SRP(ROURKELA),2008,2
ODISHA,SRP(ROURKELA),2009,4
ODISHA,SRP(ROURKELA),2010,2
ODISHA,SRP(ROURKELA),2011,0
ODISHA,SRP(ROURKELA),2012,3
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,8
UTTAR PRADESH,ST.RAVIDASNAGAR,2002,5
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,2
UTTAR PRADESH,ST.RAVIDASNAGAR,2004,5
UTTAR PRADESH,ST.RAVIDASNAGAR,2005,2
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,5
UTTAR PRADESH,ST.RAVIDASNAGAR,2007,13
UTTAR PRADESH,ST.RAVIDASNAGAR,2008,11
UTTAR PRADESH,ST.RAVIDASNAGAR,2009,9
UTTAR PRADESH,ST.RAVIDASNAGAR,2010,9
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,7
UTTAR PRADESH,ST.RAVIDASNAGAR,2012,18
DELHI UT,STF,2006,0
DELHI UT,STF,2007,0
DELHI UT,STF,2008,0
DELHI UT,STF,2009,0
DELHI UT,STF,2010,1
DELHI UT,STF,2011,0
DELHI UT,STF,2012,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,6
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2003,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,1
ARUNACHAL PRADESH,SUBANSIRI LOWER,2005,3
ARUNACHAL PRADESH,SUBANSIRI LOWER,2006,5
ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2010,3
ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,3
ARUNACHAL PRADESH,SUBANSIRI LOWER,2012,4
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,1
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,1
ARUNACHAL PRADESH,SUBANSIRI UPPER,2003,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,4
ARUNACHAL PRADESH,SUBANSIRI UPPER,2005,3
ARUNACHAL PRADESH,SUBANSIRI UPPER,2006,4
ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,4
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1
ARUNACHAL PRADESH,SUBANSIRI UPPER,2010,4
ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,8
ARUNACHAL PRADESH,SUBANSIRI UPPER,2012,4
CHHATTISGARH,SUKMA,2012,7
UTTAR PRADESH,SULTANPUR,2001,47
UTTAR PRADESH,SULTANPUR,2002,34
UTTAR PRADESH,SULTANPUR,2003,22
UTTAR PRADESH,SULTANPUR,2004,36
UTTAR PRADESH,SULTANPUR,2005,33
UTTAR PRADESH,SULTANPUR,2006,31
UTTAR PRADESH,SULTANPUR,2007,50
UTTAR PRADESH,SULTANPUR,2008,54
UTTAR PRADESH,SULTANPUR,2009,71
UTTAR PRADESH,SULTANPUR,2010,59
UTTAR PRADESH,SULTANPUR,2011,52
UTTAR PRADESH,SULTANPUR,2012,67
ODISHA,SUNDARGARH,2001,26
ODISHA,SUNDARGARH,2002,15
ODISHA,SUNDARGARH,2003,9
ODISHA,SUNDARGARH,2004,11
ODISHA,SUNDARGARH,2005,8
ODISHA,SUNDARGARH,2006,18
ODISHA,SUNDARGARH,2007,42
ODISHA,SUNDARGARH,2008,17
ODISHA,SUNDARGARH,2009,15
ODISHA,SUNDARGARH,2010,19
ODISHA,SUNDARGARH,2011,15
ODISHA,SUNDARGARH,2012,25
BIHAR,SUPAUL,2001,26
BIHAR,SUPAUL,2002,34
BIHAR,SUPAUL,2003,21
BIHAR,SUPAUL,2004,25
BIHAR,SUPAUL,2005,24
BIHAR,SUPAUL,2006,31
BIHAR,SUPAUL,2007,34
BIHAR,SUPAUL,2008,54
BIHAR,SUPAUL,2009,42
BIHAR,SUPAUL,2010,67
BIHAR,SUPAUL,2011,78
BIHAR,SUPAUL,2012,118
CHHATTISGARH,SURAJPUR,2005,8
CHHATTISGARH,SURAJPUR,2006,5
CHHATTISGARH,SURAJPUR,2007,4
CHHATTISGARH,SURAJPUR,2008,10
CHHATTISGARH,SURAJPUR,2009,11
CHHATTISGARH,SURAJPUR,2010,16
CHHATTISGARH,SURAJPUR,2011,17
CHHATTISGARH,SURAJPUR,2012,15
GUJARAT,SURAT COMMR.,2001,57
GUJARAT,SURAT COMMR.,2002,63
GUJARAT,SURAT COMMR.,2003,62
GUJARAT,SURAT COMMR.,2004,72
GUJARAT,SURAT COMMR.,2005,114
GUJARAT,SURAT COMMR.,2006,130
GUJARAT,SURAT COMMR.,2007,117
GUJARAT,SURAT COMMR.,2008,131
GUJARAT,SURAT COMMR.,2009,119
GUJARAT,SURAT COMMR.,2010,82
GUJARAT,SURAT COMMR.,2011,112
GUJARAT,SURAT COMMR.,2012,91
GUJARAT,SURAT RURAL,2001,23
GUJARAT,SURAT RURAL,2002,19
GUJARAT,SURAT RURAL,2003,16
GUJARAT,SURAT RURAL,2004,13
GUJARAT,SURAT RURAL,2005,14
GUJARAT,SURAT RURAL,2006,11
GUJARAT,SURAT RURAL,2007,18
GUJARAT,SURAT RURAL,2008,11
GUJARAT,SURAT RURAL,2009,12
GUJARAT,SURAT RURAL,2010,25
GUJARAT,SURAT RURAL,2011,16
GUJARAT,SURAT RURAL,2012,33
GUJARAT,SURENDRANAGAR,2001,29
GUJARAT,SURENDRANAGAR,2002,37
GUJARAT,SURENDRANAGAR,2003,32
GUJARAT,SURENDRANAGAR,2004,27
GUJARAT,SURENDRANAGAR,2005,38
GUJARAT,SURENDRANAGAR,2006,23
GUJARAT,SURENDRANAGAR,2007,29
GUJARAT,SURENDRANAGAR,2008,44
GUJARAT,SURENDRANAGAR,2009,58
GUJARAT,SURENDRANAGAR,2010,29
GUJARAT,SURENDRANAGAR,2011,44
GUJARAT,SURENDRANAGAR,2012,51
MANIPUR,TAMENGLONG,2001,0
MANIPUR,TAMENGLONG,2002,4
MANIPUR,TAMENGLONG,2003,0
MANIPUR,TAMENGLONG,2004,5
MANIPUR,TAMENGLONG,2005,1
MANIPUR,TAMENGLONG,2006,0
MANIPUR,TAMENGLONG,2007,2
MANIPUR,TAMENGLONG,2008,2
MANIPUR,TAMENGLONG,2009,0
MANIPUR,TAMENGLONG,2010,1
MANIPUR,TAMENGLONG,2011,0
MANIPUR,TAMENGLONG,2012,7
GUJARAT,TAPI,2008,3
GUJARAT,TAPI,2009,4
GUJARAT,TAPI,2010,1
GUJARAT,TAPI,2011,2
GUJARAT,TAPI,2012,3
PUNJAB,TARN TARAN,2001,15
PUNJAB,TARN TARAN,2002,17
PUNJAB,TARN TARAN,2003,11
PUNJAB,TARN TARAN,2004,6
PUNJAB,TARN TARAN,2005,11
PUNJAB,TARN TARAN,2006,15
PUNJAB,TARN TARAN,2007,35
PUNJAB,TARN TARAN,2008,17
PUNJAB,TARN TARAN,2009,18
PUNJAB,TARN TARAN,2010,27
PUNJAB,TARN TARAN,2011,19
PUNJAB,TARN TARAN,2012,23
ARUNACHAL PRADESH,TAWANG,2001,0
ARUNACHAL PRADESH,TAWANG,2002,0
ARUNACHAL PRADESH,TAWANG,2003,0
ARUNACHAL PRADESH,TAWANG,2004,0
ARUNACHAL PRADESH,TAWANG,2005,0
ARUNACHAL PRADESH,TAWANG,2006,0
ARUNACHAL PRADESH,TAWANG,2007,0
ARUNACHAL PRADESH,TAWANG,2008,0
ARUNACHAL PRADESH,TAWANG,2009,0
ARUNACHAL PRADESH,TAWANG,2010,0
ARUNACHAL PRADESH,TAWANG,2011,1
ARUNACHAL PRADESH,TAWANG,2012,0
UTTARAKHAND,TEHRI GARHWAL,2001,5
UTTARAKHAND,TEHRI GARHWAL,2002,5
UTTARAKHAND,TEHRI GARHWAL,2003,4
UTTARAKHAND,TEHRI GARHWAL,2004,14
UTTARAKHAND,TEHRI GARHWAL,2005,8
UTTARAKHAND,TEHRI GARHWAL,2006,9
UTTARAKHAND,TEHRI GARHWAL,2007,4
UTTARAKHAND,TEHRI GARHWAL,2008,3
UTTARAKHAND,TEHRI GARHWAL,2009,3
UTTARAKHAND,TEHRI GARHWAL,2010,2
UTTARAKHAND,TEHRI GARHWAL,2011,1
UTTARAKHAND,TEHRI GARHWAL,2012,3
MAHARASHTRA,THANE COMMR.,2001,62
MAHARASHTRA,THANE COMMR.,2002,75
MAHARASHTRA,THANE COMMR.,2003,58
MAHARASHTRA,THANE COMMR.,2004,67
MAHARASHTRA,THANE COMMR.,2005,85
MAHARASHTRA,THANE COMMR.,2006,90
MAHARASHTRA,THANE COMMR.,2007,110
MAHARASHTRA,THANE COMMR.,2008,103
MAHARASHTRA,THANE COMMR.,2009,87
MAHARASHTRA,THANE COMMR.,2010,93
MAHARASHTRA,THANE COMMR.,2011,92
MAHARASHTRA,THANE COMMR.,2012,124
MAHARASHTRA,THANE RURAL,2001,28
MAHARASHTRA,THANE RURAL,2002,35
MAHARASHTRA,THANE RURAL,2003,32
MAHARASHTRA,THANE RURAL,2004,42
MAHARASHTRA,THANE RURAL,2005,47
MAHARASHTRA,THANE RURAL,2006,35
MAHARASHTRA,THANE RURAL,2007,46
MAHARASHTRA,THANE RURAL,2008,50
MAHARASHTRA,THANE RURAL,2009,34
MAHARASHTRA,THANE RURAL,2010,44
MAHARASHTRA,THANE RURAL,2011,55
MAHARASHTRA,THANE RURAL,2012,64
TAMIL NADU,THANJAVUR,2001,55
TAMIL NADU,THANJAVUR,2002,40
TAMIL NADU,THANJAVUR,2003,53
TAMIL NADU,THANJAVUR,2004,29
TAMIL NADU,THANJAVUR,2005,45
TAMIL NADU,THANJAVUR,2006,55
TAMIL NADU,THANJAVUR,2007,50
TAMIL NADU,THANJAVUR,2008,29
TAMIL NADU,THANJAVUR,2009,36
TAMIL NADU,THANJAVUR,2010,42
TAMIL NADU,THANJAVUR,2011,46
TAMIL NADU,THANJAVUR,2012,57
TAMIL NADU,THENI,2001,18
TAMIL NADU,THENI,2002,26
TAMIL NADU,THENI,2003,7
TAMIL NADU,THENI,2004,10
TAMIL NADU,THENI,2005,17
TAMIL NADU,THENI,2006,30
TAMIL NADU,THENI,2007,22
TAMIL NADU,THENI,2008,35
TAMIL NADU,THENI,2009,49
TAMIL NADU,THENI,2010,93
TAMIL NADU,THENI,2011,88
TAMIL NADU,THENI,2012,45
TAMIL NADU,THIRUNELVELI RURAL,2001,66
TAMIL NADU,THIRUNELVELI RURAL,2002,65
TAMIL NADU,THIRUNELVELI RURAL,2003,30
TAMIL NADU,THIRUNELVELI RURAL,2004,21
TAMIL NADU,THIRUNELVELI RURAL,2005,26
TAMIL NADU,THIRUNELVELI RURAL,2006,31
TAMIL NADU,THIRUNELVELI RURAL,2007,56
TAMIL NADU,THIRUNELVELI RURAL,2008,68
TAMIL NADU,THIRUNELVELI RURAL,2009,66
TAMIL NADU,THIRUNELVELI RURAL,2010,65
TAMIL NADU,THIRUNELVELI RURAL,2011,56
TAMIL NADU,THIRUNELVELI RURAL,2012,52
TAMIL NADU,THIRUNELVELI URBAN,2001,15
TAMIL NADU,THIRUNELVELI URBAN,2002,15
TAMIL NADU,THIRUNELVELI URBAN,2003,10
TAMIL NADU,THIRUNELVELI URBAN,2004,6
TAMIL NADU,THIRUNELVELI URBAN,2005,10
TAMIL NADU,THIRUNELVELI URBAN,2006,5
TAMIL NADU,THIRUNELVELI URBAN,2007,10
TAMIL NADU,THIRUNELVELI URBAN,2008,16
TAMIL NADU,THIRUNELVELI URBAN,2009,26
TAMIL NADU,THIRUNELVELI URBAN,2010,11
TAMIL NADU,THIRUNELVELI URBAN,2011,17
TAMIL NADU,THIRUNELVELI URBAN,2012,7
TAMIL NADU,THIRUVALLUR,2001,24
TAMIL NADU,THIRUVALLUR,2002,34
TAMIL NADU,THIRUVALLUR,2003,23
TAMIL NADU,THIRUVALLUR,2004,14
TAMIL NADU,THIRUVALLUR,2005,21
TAMIL NADU,THIRUVALLUR,2006,13
TAMIL NADU,THIRUVALLUR,2007,14
TAMIL NADU,THIRUVALLUR,2008,22
TAMIL NADU,THIRUVALLUR,2009,20
TAMIL NADU,THIRUVALLUR,2010,17
TAMIL NADU,THIRUVALLUR,2011,10
TAMIL NADU,THIRUVALLUR,2012,14
TAMIL NADU,THIRUVANNAMALAI,2001,40
TAMIL NADU,THIRUVANNAMALAI,2002,44
TAMIL NADU,THIRUVANNAMALAI,2003,26
TAMIL NADU,THIRUVANNAMALAI,2004,25
TAMIL NADU,THIRUVANNAMALAI,2005,35
TAMIL NADU,THIRUVANNAMALAI,2006,16
TAMIL NADU,THIRUVANNAMALAI,2007,25
TAMIL NADU,THIRUVANNAMALAI,2008,34
TAMIL NADU,THIRUVANNAMALAI,2009,21
TAMIL NADU,THIRUVANNAMALAI,2010,55
TAMIL NADU,THIRUVANNAMALAI,2011,75
TAMIL NADU,THIRUVANNAMALAI,2012,62
TAMIL NADU,THIRUVARUR,2001,30
TAMIL NADU,THIRUVARUR,2002,13
TAMIL NADU,THIRUVARUR,2003,11
TAMIL NADU,THIRUVARUR,2004,10
TAMIL NADU,THIRUVARUR,2005,11
TAMIL NADU,THIRUVARUR,2006,17
TAMIL NADU,THIRUVARUR,2007,30
TAMIL NADU,THIRUVARUR,2008,14
TAMIL NADU,THIRUVARUR,2009,16
TAMIL NADU,THIRUVARUR,2010,22
TAMIL NADU,THIRUVARUR,2011,21
TAMIL NADU,THIRUVARUR,2012,34
TAMIL NADU,THOOTHUGUDI,2001,38
TAMIL NADU,THOOTHUGUDI,2002,26
TAMIL NADU,THOOTHUGUDI,2003,35
TAMIL NADU,THOOTHUGUDI,2004,31
TAMIL NADU,THOOTHUGUDI,2005,25
TAMIL NADU,THOOTHUGUDI,2006,13
TAMIL NADU,THOOTHUGUDI,2007,33
TAMIL NADU,THOOTHUGUDI,2008,48
TAMIL NADU,THOOTHUGUDI,2009,35
TAMIL NADU,THOOTHUGUDI,2010,32
TAMIL NADU,THOOTHUGUDI,2011,42
TAMIL NADU,THOOTHUGUDI,2012,41
MANIPUR,THOUBAL,2001,22
MANIPUR,THOUBAL,2002,34
MANIPUR,THOUBAL,2003,34
MANIPUR,THOUBAL,2004,32
MANIPUR,THOUBAL,2005,20
MANIPUR,THOUBAL,2006,35
MANIPUR,THOUBAL,2007,27
MANIPUR,THOUBAL,2008,44
MANIPUR,THOUBAL,2009,32
MANIPUR,THOUBAL,2010,37
MANIPUR,THOUBAL,2011,39
MANIPUR,THOUBAL,2012,44
KERALA,THRISSUR,2001,18
KERALA,THRISSUR,2002,11
KERALA,THRISSUR,2003,20
KERALA,THRISSUR,2004,22
KERALA,THRISSUR,2005,23
KERALA,THRISSUR,2006,18
KERALA,THRISSUR,2007,27
KERALA,THRISSUR,2008,17
KERALA,THRISSUR,2009,19
KERALA,THRISSUR,2010,16
KERALA,THRISSUR COMMR.,2011,12
KERALA,THRISSUR COMMR.,2012,13
KERALA,THRISSUR RURAL,2011,12
KERALA,THRISSUR RURAL,2012,12
MADHYA PRADESH,TIKAMGARH,2001,7
MADHYA PRADESH,TIKAMGARH,2002,13
MADHYA PRADESH,TIKAMGARH,2003,15
MADHYA PRADESH,TIKAMGARH,2004,11
MADHYA PRADESH,TIKAMGARH,2005,15
MADHYA PRADESH,TIKAMGARH,2006,9
MADHYA PRADESH,TIKAMGARH,2007,18
MADHYA PRADESH,TIKAMGARH,2008,13
MADHYA PRADESH,TIKAMGARH,2009,13
MADHYA PRADESH,TIKAMGARH,2010,19
MADHYA PRADESH,TIKAMGARH,2011,23
MADHYA PRADESH,TIKAMGARH,2012,13
ASSAM,TINSUKIA,2001,62
ASSAM,TINSUKIA,2002,53
ASSAM,TINSUKIA,2003,33
ASSAM,TINSUKIA,2004,67
ASSAM,TINSUKIA,2005,75
ASSAM,TINSUKIA,2006,57
ASSAM,TINSUKIA,2007,91
ASSAM,TINSUKIA,2008,87
ASSAM,TINSUKIA,2009,106
ASSAM,TINSUKIA,2010,112
ASSAM,TINSUKIA,2011,153
ASSAM,TINSUKIA,2012,160
ARUNACHAL PRADESH,TIRAP,2001,6
ARUNACHAL PRADESH,TIRAP,2002,1
ARUNACHAL PRADESH,TIRAP,2003,8
ARUNACHAL PRADESH,TIRAP,2004,4
ARUNACHAL PRADESH,TIRAP,2005,2
ARUNACHAL PRADESH,TIRAP,2006,7
ARUNACHAL PRADESH,TIRAP,2007,3
ARUNACHAL PRADESH,TIRAP,2008,13
ARUNACHAL PRADESH,TIRAP,2009,4
ARUNACHAL PRADESH,TIRAP,2010,4
ARUNACHAL PRADESH,TIRAP,2011,9
ARUNACHAL PRADESH,TIRAP,2012,6
ANDHRA PRADESH,TIRUPATHI URBAN,2010,26
